itemID,reviewerID,rating
I493784778,U930668847,5.0
I493784778,U006352220,4.0
I493784778,U092919706,5.0
I493784778,U199151061,5.0
I493784778,U860660782,5.0
I493784778,U090116250,2.0
I493784778,U064549835,5.0
I493784778,U557714277,1.0
I493784778,U214306803,5.0
I493784778,U837667737,5.0
I493784778,U334232711,5.0
I493784778,U641671895,4.0
I493784778,U482190635,5.0
I493784778,U284216477,5.0
I493784778,U859441468,4.0
I493784778,U250286436,5.0
I493784778,U542783567,4.0
I493784778,U648659571,5.0
I493784778,U403299388,5.0
I493784778,U866685118,5.0
I493784778,U567043202,4.0
I493784778,U580035287,5.0
I493784778,U560276597,5.0
I493784778,U546945929,5.0
I493784778,U697288668,4.0
I493784778,U408185358,5.0
I493784778,U123778660,5.0
I493784778,U549773225,3.0
I493784778,U297224942,5.0
I493784778,U510238206,4.0
I493784778,U173390648,3.0
I493784778,U679073292,5.0
I493784778,U607876099,4.0
I493784778,U894197631,5.0
I493784778,U352113572,5.0
I493784778,U658728534,5.0
I493784778,U527578500,5.0
I493784778,U857817280,5.0
I493784778,U538052073,4.0
I493784778,U133657284,5.0
I493784778,U782561811,1.0
I493784778,U610645492,5.0
I493784778,U744822363,2.0
I493784778,U464747358,1.0
I493784778,U591828643,5.0
I493784778,U403320092,5.0
I493784778,U168800068,2.0
I493784778,U910747121,5.0
I493784778,U685204679,1.0
I493784778,U400975859,5.0
I493784778,U595047197,5.0
I493784778,U020439984,3.0
I493784778,U206630645,5.0
I493784778,U447684277,4.0
I493784778,U940720918,5.0
I493784778,U552274529,4.0
I493784778,U268280426,5.0
I493784778,U438498509,5.0
I493784778,U076317531,4.0
I493784778,U511053347,5.0
I493784778,U486320779,5.0
I493784778,U779779002,5.0
I493784778,U164432605,4.0
I493784778,U707559154,5.0
I493784778,U408933579,5.0
I493784778,U679184218,5.0
I493784778,U671091601,5.0
I493784778,U388633915,5.0
I493784778,U364859160,5.0
I493784778,U769183742,3.0
I493784778,U362344924,5.0
I493784778,U039130314,5.0
I493784778,U920648785,5.0
I493784778,U671475101,5.0
I493784778,U144501757,5.0
I493784778,U920799859,5.0
I493784778,U650228182,5.0
I493784778,U259643810,4.0
I493784778,U453358789,5.0
I493784778,U694745708,5.0
I493784778,U123613379,3.0
I493784778,U596138858,5.0
I493784778,U066113172,5.0
I493784778,U195561034,3.0
I493784778,U626353175,5.0
I493784778,U456419298,5.0
I493784778,U402992055,4.0
I493784778,U347522348,5.0
I493784778,U528348071,5.0
I493784778,U292578072,1.0
I493784778,U833548388,5.0
I493784778,U169775214,5.0
I764317862,U384924201,1.0
I764317862,U691233926,5.0
I764317862,U341063195,1.0
I764317862,U665589414,4.0
I764317862,U929091966,5.0
I764317862,U889258835,2.0
I764317862,U506675209,2.0
I764317862,U543632724,1.0
I764317862,U997982095,1.0
I764317862,U281558424,3.0
I764317862,U050518774,4.0
I764317862,U276481003,5.0
I764317862,U587932080,1.0
I764317862,U832417256,1.0
I764317862,U037741276,3.0
I764317862,U984355015,5.0
I764317862,U999252980,3.0
I764317862,U731871287,1.0
I764317862,U651220452,4.0
I764317862,U170102104,5.0
I764317862,U756867449,5.0
I764317862,U873136320,1.0
I764317862,U053007398,1.0
I764317862,U943842536,1.0
I764317862,U855305650,1.0
I764317862,U724857392,1.0
I764317862,U930122240,3.0
I764317862,U489237404,1.0
I764317862,U696582000,2.0
I764317862,U632302482,1.0
I764317862,U749510595,5.0
I764317862,U068829746,3.0
I764317862,U345839405,1.0
I764317862,U686598478,5.0
I764317862,U613275153,3.0
I764317862,U019964134,1.0
I764317862,U149902158,5.0
I764317862,U447258743,4.0
I764317862,U567410481,3.0
I764317862,U242967629,2.0
I764317862,U510522435,5.0
I764317862,U276444845,2.0
I764317862,U199557803,5.0
I764317862,U542433057,1.0
I764317862,U493004935,5.0
I764317862,U285686397,5.0
I764317862,U836027295,2.0
I764317862,U480089384,1.0
I764317862,U119338026,2.0
I764317862,U576413549,3.0
I764317862,U968839588,4.0
I764317862,U169466191,4.0
I764317862,U784055558,1.0
I764317862,U095912485,2.0
I764317862,U668281480,5.0
I764317862,U829378298,5.0
I764317862,U888519228,2.0
I764317862,U059173558,4.0
I764317862,U464374686,2.0
I764317862,U335720190,5.0
I764317862,U434274135,5.0
I764317862,U827282909,5.0
I764317862,U932318546,4.0
I764317862,U266412428,5.0
I764317862,U921832641,1.0
I764317862,U977968870,5.0
I764317862,U875965039,5.0
I764317862,U274830244,3.0
I764317862,U858434292,3.0
I764317862,U891755761,1.0
I764317862,U833281103,3.0
I764317862,U765340403,1.0
I764317862,U640982798,2.0
I764317862,U117290898,4.0
I764317862,U613873083,1.0
I764317862,U365330343,2.0
I764317862,U971287528,5.0
I764317862,U328176331,1.0
I764317862,U451132845,5.0
I764317862,U583231884,5.0
I764317862,U023532305,3.0
I764317862,U437594106,5.0
I764317862,U298377589,1.0
I764317862,U952583965,1.0
I764317862,U439703132,1.0
I764317862,U450433031,1.0
I764317862,U849429829,3.0
I764317862,U475945506,1.0
I764317862,U329769476,5.0
I764317862,U459461968,5.0
I764317862,U811722678,2.0
I764317862,U779045415,1.0
I764317862,U525063367,5.0
I764317862,U143656142,3.0
I764317862,U018909296,5.0
I764317862,U971534163,3.0
I764317862,U676498591,2.0
I764317862,U944543052,3.0
I764317862,U719253556,4.0
I764317862,U245680483,1.0
I764317862,U318453225,2.0
I764317862,U895868270,1.0
I764317862,U294079841,5.0
I764317862,U689161660,1.0
I764317862,U857663249,3.0
I764317862,U149054629,2.0
I764317862,U294812135,1.0
I764317862,U566843432,5.0
I764317862,U548943948,1.0
I764317862,U063844799,1.0
I764317862,U526406081,1.0
I764317862,U205844535,3.0
I764317862,U634457444,3.0
I764317862,U851397194,5.0
I764317862,U235185950,5.0
I764317862,U002506701,4.0
I764317862,U810067146,4.0
I764317862,U673903911,5.0
I764317862,U149304614,5.0
I764317862,U853767585,1.0
I764317862,U953169126,2.0
I764317862,U419226413,5.0
I764317862,U652856519,5.0
I764317862,U229024620,3.0
I780167739,U121687352,5.0
I780167739,U321446228,1.0
I780167739,U730948194,4.0
I780167739,U974027264,4.0
I780167739,U851024541,5.0
I780167739,U037710260,5.0
I780167739,U775962811,5.0
I780167739,U990439039,2.0
I780167739,U249557235,5.0
I780167739,U134867817,1.0
I780167739,U019184573,3.0
I780167739,U031588257,1.0
I780167739,U338171548,1.0
I780167739,U506801080,2.0
I780167739,U236599288,4.0
I780167739,U480803169,2.0
I780167739,U763510546,2.0
I780167739,U405953992,5.0
I780167739,U561799889,5.0
I780167739,U136524624,1.0
I780167739,U668716980,1.0
I780167739,U195197726,5.0
I780167739,U709483129,1.0
I780167739,U114702345,2.0
I780167739,U456987104,2.0
I780167739,U920505066,5.0
I780167739,U180623388,5.0
I780167739,U811748731,1.0
I780167739,U194436940,5.0
I780167739,U029893573,3.0
I780167739,U944127508,4.0
I780167739,U868555312,2.0
I780167739,U541009081,5.0
I780167739,U606472345,5.0
I780167739,U846407284,1.0
I780167739,U012389468,3.0
I780167739,U895897822,1.0
I780167739,U453763147,5.0
I780167739,U999603188,1.0
I780167739,U944810667,2.0
I780167739,U070309493,5.0
I780167739,U040514567,5.0
I780167739,U753124585,4.0
I008262202,U140268968,0.0
I869978482,U140268968,0.0
I204729036,U140268968,0.0
I612023758,U140268968,0.0
I446085295,U140268968,0.0
I724352257,U140268968,0.0
I601400330,U140268968,0.0
I893362010,U140268968,0.0
I795341865,U140268968,0.0
I112904845,U140268968,0.0
I777370111,U140268968,0.0
I848168934,U140268968,0.0
I348127641,U140268968,0.0
I004456836,U140268968,0.0
I704409182,U140268968,0.0
I008312929,U140268968,0.0
I379773322,U140268968,0.0
I738550465,U140268968,0.0
I499784902,U140268968,0.0
I043714986,U140268968,0.0
I071843172,U140268968,0.0
I473664243,U140268968,0.0
I325455066,U140268968,0.0
I611187797,U140268968,0.0
I020297627,U140268968,0.0
I011897132,U140268968,0.0
I693724734,U140268968,0.0
I884142347,U140268968,0.0
I260101106,U140268968,0.0
I833467301,U140268968,0.0
I125219393,U140268968,0.0
I936908630,U140268968,0.0
I618500320,U140268968,0.0
I962784291,U140268968,0.0
I303484394,U140268968,0.0
I487193960,U140268968,0.0
I243073120,U140268968,0.0
I092925649,U140268968,0.0
I944515253,U140268968,0.0
I843334952,U140268968,0.0
I857930641,U140268968,0.0
I586909898,U140268968,0.0
I655883713,U140268968,0.0
I401192055,U140268968,0.0
I920542965,U140268968,0.0
I197263543,U140268968,0.0
I092886234,U140268968,0.0
I158164428,U140268968,0.0
I871297500,U140268968,0.0
I071635260,U140268968,0.0
I860019971,U140268968,0.0
I109294889,U140268968,0.0
I831444411,U140268968,0.0
I860313101,U140268968,0.0
I943327764,U140268968,0.0
I972780869,U140268968,0.0
I952473214,U140268968,0.0
I005266262,U140268968,0.0
I067551352,U140268968,0.0
I436456341,U140268968,0.0
I517784954,U140268968,0.0
I678194306,U140268968,0.0
I120582374,U140268968,0.0
I861227572,U140268968,0.0
I073596938,U140268968,0.0
I175304441,U140268968,0.0
I134545947,U140268968,0.0
I001299021,U140268968,0.0
I448663782,U140268968,0.0
I770833410,U140268968,0.0
I828907257,U140268968,0.0
I824620496,U140268968,0.0
I726409333,U140268968,0.0
I708798669,U140268968,0.0
I594934525,U140268968,0.0
I624741990,U140268968,0.0
I244668552,U140268968,0.0
I478897088,U140268968,0.0
I513987790,U140268968,0.0
I122202284,U140268968,0.0
I475006061,U140268968,0.0
I986090201,U140268968,0.0
I230760189,U140268968,0.0
I594703707,U140268968,0.0
I919543950,U140268968,0.0
I901974016,U140268968,0.0
I573785013,U140268968,0.0
I397108671,U140268968,0.0
I061739775,U140268968,0.0
I460058400,U140268968,0.0
I541447975,U140268968,0.0
I571687836,U140268968,0.0
I068666216,U140268968,0.0
I260408763,U140268968,0.0
I945310836,U140268968,0.0
I963078877,U140268968,0.0
I383600946,U140268968,0.0
I356716024,U140268968,0.0
I543408794,U140268968,0.0
I129041072,U140268968,0.0
I996132332,U140268968,0.0
I593042728,U140268968,0.0
I187181128,U140268968,0.0
I261854538,U140268968,0.0
I311203726,U140268968,0.0
I355675962,U140268968,0.0
I206711415,U140268968,0.0
I969276141,U140268968,0.0
I122068921,U140268968,0.0
I665588042,U140268968,0.0
I352559380,U140268968,0.0
I539201006,U140268968,0.0
I363076637,U140268968,0.0
I655104556,U140268968,0.0
I888640171,U140268968,0.0
I049308235,U140268968,0.0
I660458877,U140268968,0.0
I504914989,U140268968,0.0
I129021021,U140268968,0.0
I969142530,U140268968,0.0
I365786623,U140268968,0.0
I606703648,U140268968,0.0
I758579552,U140268968,0.0
I724868852,U140268968,0.0
I393334686,U140268968,0.0
I777749225,U140268968,0.0
I750286125,U140268968,0.0
I103503188,U140268968,0.0
I579687437,U140268968,0.0
I578224238,U140268968,0.0
I377267687,U140268968,0.0
I901438602,U140268968,0.0
I079559272,U140268968,0.0
I828931027,U140268968,0.0
I582350826,U140268968,0.0
I904541034,U140268968,0.0
I599179967,U140268968,0.0
I370798727,U140268968,0.0
I233529837,U140268968,0.0
I608090239,U140268968,0.0
I255656609,U140268968,0.0
I872974603,U140268968,0.0
I006432972,U140268968,0.0
I691804953,U140268968,0.0
I814961215,U140268968,0.0
I748028100,U140268968,0.0
I177146239,U140268968,0.0
I931956075,U140268968,0.0
I697355516,U140268968,0.0
I392828156,U140268968,0.0
I584458527,U140268968,0.0
I485631820,U140268968,0.0
I766355327,U140268968,0.0
I695458829,U140268968,0.0
I649067086,U140268968,0.0
I931316048,U140268968,0.0
I083761412,U140268968,0.0
I537728773,U140268968,0.0
I178834392,U140268968,0.0
I318908532,U140268968,0.0
I629239823,U140268968,0.0
I613117720,U140268968,0.0
I629946025,U140268968,0.0
I827786424,U140268968,0.0
I229843456,U140268968,0.0
I519470539,U140268968,0.0
I202174458,U140268968,0.0
I441611068,U140268968,0.0
I641376375,U140268968,0.0
I794980555,U140268968,0.0
I772550059,U140268968,0.0
I722671922,U140268968,0.0
I807700665,U140268968,0.0
I278388929,U140268968,0.0
I930052273,U140268968,0.0
I304139960,U140268968,0.0
I805300828,U140268968,0.0
I081833888,U140268968,0.0
I749028090,U140268968,0.0
I457996959,U140268968,0.0
I757008774,U140268968,0.0
I946645526,U140268968,0.0
I980363329,U140268968,0.0
I189260093,U140268968,0.0
I904020238,U140268968,0.0
I568645939,U140268968,0.0
I579152627,U140268968,0.0
I179660882,U140268968,0.0
I347686799,U140268968,0.0
I707541641,U140268968,0.0
I745144882,U140268968,0.0
I857179758,U140268968,0.0
I818453349,U140268968,0.0
I383784446,U140268968,0.0
I374278579,U140268968,0.0
I841106875,U140268968,0.0
I862786132,U140268968,0.0
I434822126,U140268968,0.0
I279506085,U140268968,0.0
I693453229,U140268968,0.0
I895518771,U140268968,0.0
I958560828,U140268968,0.0
I017570308,U140268968,0.0
I618750954,U140268968,0.0
I579265751,U140268968,0.0
I305699342,U140268968,0.0
I139105691,U140268968,0.0
I228025676,U140268968,0.0
I450719977,U140268968,0.0
I250092490,U140268968,0.0
I073015209,U140268968,0.0
I847067062,U140268968,0.0
I970001686,U140268968,0.0
I309053469,U140268968,0.0
I674184625,U140268968,0.0
I235945222,U140268968,0.0
I667458722,U140268968,0.0
I722658278,U140268968,0.0
I756746992,U140268968,0.0
I145072869,U140268968,0.0
I384444379,U140268968,0.0
I828131746,U140268968,0.0
I692021642,U140268968,0.0
I234634471,U140268968,0.0
I094677645,U140268968,0.0
I106047937,U140268968,0.0
I045185757,U140268968,0.0
I333236990,U140268968,0.0
I291923181,U140268968,0.0
I872563440,U140268968,0.0
I660734464,U140268968,0.0
I772977360,U140268968,0.0
I176807774,U140268968,0.0
I934616915,U140268968,0.0
I700711169,U140268968,0.0
I445764029,U140268968,0.0
I675887802,U140268968,0.0
I327231361,U140268968,0.0
I741233478,U140268968,0.0
I595132976,U140268968,0.0
I513894060,U140268968,0.0
I590391424,U140268968,0.0
I980424594,U140268968,0.0
I688568687,U140268968,0.0
I714946022,U140268968,0.0
I661458736,U140268968,0.0
I576197853,U140268968,0.0
I443997024,U140268968,0.0
I190130849,U140268968,0.0
I404773428,U140268968,0.0
I632340604,U140268968,0.0
I845205092,U140268968,0.0
I923170012,U140268968,0.0
I763598964,U140268968,0.0
I586850617,U140268968,0.0
I204085299,U140268968,0.0
I227270775,U140268968,0.0
I492526331,U140268968,0.0
I535856725,U140268968,0.0
I659229823,U140268968,0.0
I344288543,U140268968,0.0
I493705600,U140268968,0.0
I347686803,U140268968,0.0
I420078935,U140268968,0.0
I146072901,U140268968,0.0
I803584085,U140268968,0.0
I968408029,U140268968,0.0
I887473506,U140268968,0.0
I401245838,U140268968,0.0
I153473137,U140268968,0.0
I097834052,U140268968,0.0
I703704033,U140268968,0.0
I038888571,U140268968,0.0
I639272689,U140268968,0.0
I718708487,U140268968,0.0
I660192341,U140268968,0.0
I841493602,U140268968,0.0
I412706310,U140268968,0.0
I052212529,U140268968,0.0
I013457500,U140268968,0.0
I615036534,U140268968,0.0
I471690395,U140268968,0.0
I620234144,U140268968,0.0
I047408191,U140268968,0.0
I786370137,U140268968,0.0
I747803497,U140268968,0.0
I852359065,U140268968,0.0
I821298168,U140268968,0.0
I794584052,U140268968,0.0
I235245561,U140268968,0.0
I651188987,U140268968,0.0
I512032333,U140268968,0.0
I309500210,U140268968,0.0
I931152629,U140268968,0.0
I409310298,U140268968,0.0
I520834345,U140268968,0.0
I292216392,U140268968,0.0
I457859181,U140268968,0.0
I694842504,U140268968,0.0
I857235247,U140268968,0.0
I770894854,U140268968,0.0
I958832472,U140268968,0.0
I793038272,U140268968,0.0
I337404513,U140268968,0.0
I085703070,U140268968,0.0
I943383421,U140268968,0.0
I312792094,U140268968,0.0
I155918450,U140268968,0.0
I545585477,U140268968,0.0
I583458654,U140268968,0.0
I156704618,U140268968,0.0
I741697391,U140268968,0.0
I754812747,U140268968,0.0
I479565274,U140268968,0.0
I638136162,U140268968,0.0
I141553234,U140268968,0.0
I748028126,U140268968,0.0
I640394258,U140268968,0.0
I756840439,U140268968,0.0
I078010425,U140268968,0.0
I171025348,U140268968,0.0
I582458621,U140268968,0.0
I363880520,U140268968,0.0
I232869348,U140268968,0.0
I935345870,U140268968,0.0
I109418277,U140268968,0.0
I956652737,U140268968,0.0
I048008280,U140268968,0.0
I739213100,U140268968,0.0
I599063860,U140268968,0.0
I003316678,U140268968,0.0
I339545017,U140268968,0.0
I893175298,U140268968,0.0
I446492517,U140268968,0.0
I490887477,U140268968,0.0
I806986863,U140268968,0.0
I238335062,U140268968,0.0
I461779282,U140268968,0.0
I779592387,U140268968,0.0
I458336035,U140268968,0.0
I948799013,U140268968,0.0
I890142429,U140268968,0.0
I599421620,U140268968,0.0
I887509811,U140268968,0.0
I798286263,U140268968,0.0
I506408067,U140268968,0.0
I941099282,U140268968,0.0
I312713001,U140268968,0.0
I308042766,U140268968,0.0
I255125963,U140268968,0.0
I896752618,U140268968,0.0
I385783538,U140268968,0.0
I607909030,U140268968,0.0
I102072783,U140268968,0.0
I124784441,U140268968,0.0
I215203787,U140268968,0.0
I025545684,U140268968,0.0
I624277584,U140268968,0.0
I854283579,U140268968,0.0
I203091296,U140268968,0.0
I044609018,U140268968,0.0
I810564271,U140268968,0.0
I730096117,U140268968,0.0
I672224650,U140268968,0.0
I346341937,U140268968,0.0
I634503780,U140268968,0.0
I734488086,U140268968,0.0
I978278664,U140268968,0.0
I153832090,U140268968,0.0
I386756063,U140268968,0.0
I883139183,U140268968,0.0
I691977878,U140268968,0.0
I285045120,U140268968,0.0
I506390958,U140268968,0.0
I036715077,U140268968,0.0
I581574243,U140268968,0.0
I459588334,U140268968,0.0
I610116690,U140268968,0.0
I773169836,U140268968,0.0
I559567172,U140268968,0.0
I631324630,U140268968,0.0
I681334871,U140268968,0.0
I331003944,U140268968,0.0
I713798627,U140268968,0.0
I741071653,U140268968,0.0
I693186501,U140268968,0.0
I359429276,U140268968,0.0
I827038698,U140268968,0.0
I190779004,U140268968,0.0
I139746487,U140268968,0.0
I159733693,U140268968,0.0
I864950352,U140268968,0.0
I440382918,U140268968,0.0
I498784787,U140268968,0.0
I905962855,U140268968,0.0
I639945966,U140268968,0.0
I703461942,U140268968,0.0
I420832689,U140268968,0.0
I444849044,U140268968,0.0
I393134779,U140268968,0.0
I013659838,U140268968,0.0
I056928285,U140268968,0.0
I719808638,U140268968,0.0
I640460998,U140268968,0.0
I428781255,U140268968,0.0
I181169678,U140268968,0.0
I552767443,U140268968,0.0
I580157932,U140268968,0.0
I086408240,U140268968,0.0
I919468132,U140268968,0.0
I357008915,U140268968,0.0
I805656102,U140268968,0.0
I139169546,U140268968,0.0
I352499921,U140268968,0.0
I664409117,U140268968,0.0
I431529426,U140268968,0.0
I293321962,U140268968,0.0
I710273536,U140268968,0.0
I923959257,U140268968,0.0
I673343729,U140268968,0.0
I489869937,U140268968,0.0
I500601795,U140268968,0.0
I917015518,U140268968,0.0
I978142510,U140268968,0.0
I794623002,U140268968,0.0
I769919394,U140268968,0.0
I786235764,U140268968,0.0
I123367079,U140268968,0.0
I581458492,U140268968,0.0
I894440564,U140268968,0.0
I850984362,U140268968,0.0
I280123667,U140268968,0.0
I513095944,U140268968,0.0
I943624041,U140268968,0.0
I347096793,U140268968,0.0
I580458508,U140268968,0.0
I518784864,U140268968,0.0
I480779558,U140268968,0.0
I542797285,U140268968,0.0
I305251220,U140268968,0.0
I992126530,U140268968,0.0
I861206580,U140268968,0.0
I617020627,U140268968,0.0
I822870475,U140268968,0.0
I347215731,U140268968,0.0
I523581847,U140268968,0.0
I576304907,U140268968,0.0
I795467197,U140268968,0.0
I618385880,U140268968,0.0
I426434187,U140268968,0.0
I092599353,U140268968,0.0
I355412330,U140268968,0.0
I752927680,U140268968,0.0
I650730524,U140268968,0.0
I309781367,U140268968,0.0
I308503176,U140268968,0.0
I169669638,U140268968,0.0
I811632338,U140268968,0.0
I824328785,U140268968,0.0
I301123344,U140268968,0.0
I120310103,U140268968,0.0
I586553884,U140268968,0.0
I118365513,U140268968,0.0
I632193586,U140268968,0.0
I474128654,U140268968,0.0
I607002240,U140268968,0.0
I384656679,U140268968,0.0
I718980336,U140268968,0.0
I632364419,U140268968,0.0
I109294883,U140268968,0.0
I292206000,U140268968,0.0
I770649577,U140268968,0.0
I890009172,U140268968,0.0
I158736284,U140268968,0.0
I421786761,U140268968,0.0
I344063573,U140268968,0.0
I712887620,U140268968,0.0
I351887675,U140268968,0.0
I533606820,U140268968,0.0
I048586873,U140268968,0.0
I377385185,U140268968,0.0
I039298854,U140268968,0.0
I647973333,U140268968,0.0
I397267771,U140268968,0.0
I948358840,U140268968,0.0
I535325024,U140268968,0.0
I905986006,U140268968,0.0
I395361109,U140268968,0.0
I151388646,U140268968,0.0
I168960639,U140268968,0.0
I901529633,U140268968,0.0
I425819496,U140268968,0.0
I188160704,U140268968,0.0
I694839707,U140268968,0.0
I111469148,U140268968,0.0
I549521770,U140268968,0.0
I249049305,U140268968,0.0
I388058057,U140268968,0.0
I099359124,U140268968,0.0
I313236024,U140268968,0.0
I896438584,U140268968,0.0
I109468736,U140268968,0.0
I881406365,U140268968,0.0
I772508172,U140268968,0.0
I829739591,U140268968,0.0
I118833673,U140268968,0.0
I824676087,U140268968,0.0
I299741648,U140268968,0.0
I411455337,U140268968,0.0
I549201237,U140268968,0.0
I831885702,U140268968,0.0
I905583498,U140268968,0.0
I275529396,U140268968,0.0
I519205241,U140268968,0.0
I498752549,U140268968,0.0
I888848191,U140268968,0.0
I614748519,U140268968,0.0
I697743651,U140268968,0.0
I663880865,U140268968,0.0
I501611035,U140268968,0.0
I142549563,U140268968,0.0
I370532374,U140268968,0.0
I903588161,U140268968,0.0
I912928903,U140268968,0.0
I270984135,U140268968,0.0
I426087001,U140268968,0.0
I501113260,U140268968,0.0
I364948874,U140268968,0.0
I855112623,U140268968,0.0
I170393033,U140268968,0.0
I976418009,U140268968,0.0
I535216102,U140268968,0.0
I597680694,U140268968,0.0
I466653188,U140268968,0.0
I617387139,U140268968,0.0
I331292879,U140268968,0.0
I738655888,U140268968,0.0
I813539592,U140268968,0.0
I174784343,U140268968,0.0
I326428229,U140268968,0.0
I363679784,U140268968,0.0
I691210312,U140268968,0.0
I585937432,U140268968,0.0
I101294867,U140268968,0.0
I132925763,U140268968,0.0
I553959865,U140268968,0.0
I062098533,U140268968,0.0
I287340291,U140268968,0.0
I420493410,U140268968,0.0
I912178869,U140268968,0.0
I907784948,U140268968,0.0
I853339447,U140268968,0.0
I724492705,U140268968,0.0
I019533607,U140268968,0.0
I296079562,U140268968,0.0
I257109855,U140268968,0.0
I008299104,U140268968,0.0
I295143670,U140268968,0.0
I840170629,U140268968,0.0
I972573366,U140268968,0.0
I764328166,U140268968,0.0
I951384019,U140268968,0.0
I736930756,U140268968,0.0
I345416487,U140268968,0.0
I819656114,U140268968,0.0
I854031612,U140268968,0.0
I763558387,U140268968,0.0
I137840731,U140268968,0.0
I238747112,U140268968,0.0
I636724615,U140268968,0.0
I583424724,U140268968,0.0
I265310942,U140268968,0.0
I714948141,U140268968,0.0
I729851867,U140268968,0.0
I260942100,U140268968,0.0
I346703596,U140268968,0.0
I750143838,U140268968,0.0
I622450209,U140268968,0.0
I255609543,U140268968,0.0
I922331886,U140268968,0.0
I568427278,U140268968,0.0
I039122186,U140268968,0.0
I291712961,U140268968,0.0
I347544015,U140268968,0.0
I787427407,U140268968,0.0
I793301210,U140268968,0.0
I445652667,U140268968,0.0
I296309806,U140268968,0.0
I690367926,U140268968,0.0
I906020256,U140268968,0.0
I751833464,U140268968,0.0
I033717025,U140268968,0.0
I178957261,U140268968,0.0
I131009204,U140268968,0.0
I726113770,U140268968,0.0
I517073365,U140268968,0.0
I673036556,U140268968,0.0
I506387105,U140268968,0.0
I869984472,U140268968,0.0
I255595879,U140268968,0.0
I697804973,U140268968,0.0
I708623206,U140268968,0.0
I616654186,U140268968,0.0
I171100436,U140268968,0.0
I461704544,U140268968,0.0
I946492703,U140268968,0.0
I198711395,U140268968,0.0
I437315655,U140268968,0.0
I720295294,U140268968,0.0
I059678328,U140268968,0.0
I463200802,U140268968,0.0
I654763881,U140268968,0.0
I669464674,U140268968,0.0
I738735736,U140268968,0.0
I440457548,U140268968,0.0
I937668423,U140268968,0.0
I269808522,U140268968,0.0
I953984117,U140268968,0.0
I910844564,U140268968,0.0
I136770632,U140268968,0.0
I680655862,U140268968,0.0
I655819407,U140268968,0.0
I189935371,U140268968,0.0
I472202730,U140268968,0.0
I215445062,U140268968,0.0
I434206545,U140268968,0.0
I949550585,U140268968,0.0
I640993140,U140268968,0.0
I920763731,U140268968,0.0
I505361885,U140268968,0.0
I549408778,U140268968,0.0
I284391129,U140268968,0.0
I785189368,U140268968,0.0
I781848226,U140268968,0.0
I164861683,U140268968,0.0
I601897737,U140268968,0.0
I242474464,U140268968,0.0
I973070986,U140268968,0.0
I821385037,U140268968,0.0
I230671237,U140268968,0.0
I754004775,U140268968,0.0
I870350721,U140268968,0.0
I252456501,U140268968,0.0
I044235824,U140268968,0.0
I065294733,U140268968,0.0
I694493240,U140268968,0.0
I357491757,U140268968,0.0
I041138560,U140268968,0.0
I192740941,U140268968,0.0
I281213329,U140268968,0.0
I965637823,U140268968,0.0
I158278225,U140268968,0.0
I516710869,U140268968,0.0
I305746076,U140268968,0.0
I243232137,U140268968,0.0
I492530013,U140268968,0.0
I379420348,U140268968,0.0
I849335347,U140268968,0.0
